1.000000e-03	9.397575e-02	9.396962e-02	6.902371e-02	4.539621e-02	2.275105e-02	1.395102e-02	1.006003e-02	9.477316e-03	
1.006929e-03	9.420028e-02	9.419419e-02	6.940250e-02	4.565628e-02	2.288666e-02	1.403556e-02	1.012148e-02	9.535274e-03	
1.013905e-03	9.442531e-02	9.441926e-02	6.978321e-02	4.591777e-02	2.302305e-02	1.412061e-02	1.018329e-02	9.593579e-03	
1.020930e-03	9.465085e-02	9.464483e-02	7.016585e-02	4.618068e-02	2.316023e-02	1.420616e-02	1.024547e-02	9.652233e-03	
1.028003e-03	9.487688e-02	9.487090e-02	7.055041e-02	4.644503e-02	2.329821e-02	1.429222e-02	1.030803e-02	9.711239e-03	
1.035126e-03	9.510341e-02	9.509747e-02	7.093692e-02	4.671081e-02	2.343698e-02	1.437879e-02	1.037096e-02	9.770598e-03	
1.042298e-03	9.533043e-02	9.532453e-02	7.132537e-02	4.697803e-02	2.357656e-02	1.446587e-02	1.043427e-02	9.830312e-03	
1.049519e-03	9.555794e-02	9.555208e-02	7.171577e-02	4.724671e-02	2.371693e-02	1.455346e-02	1.049795e-02	9.890383e-03	
1.056791e-03	9.578593e-02	9.578012e-02	7.210814e-02	4.751684e-02	2.385812e-02	1.464157e-02	1.056201e-02	9.950813e-03	
1.064113e-03	9.601442e-02	9.600865e-02	7.250247e-02	4.778844e-02	2.400012e-02	1.473020e-02	1.062646e-02	1.001160e-02	
1.071486e-03	9.624338e-02	9.623765e-02	7.289877e-02	4.806150e-02	2.414294e-02	1.481935e-02	1.069129e-02	1.007276e-02	
1.078909e-03	9.647283e-02	9.646715e-02	7.329706e-02	4.833605e-02	2.428658e-02	1.490903e-02	1.075650e-02	1.013428e-02	
1.086385e-03	9.670276e-02	9.669712e-02	7.369733e-02	4.861207e-02	2.443105e-02	1.499923e-02	1.082211e-02	1.019616e-02	
1.093912e-03	9.693317e-02	9.692757e-02	7.409959e-02	4.888959e-02	2.457634e-02	1.508997e-02	1.088811e-02	1.025842e-02	
1.101491e-03	9.716406e-02	9.715850e-02	7.450386e-02	4.916860e-02	2.472248e-02	1.518124e-02	1.095449e-02	1.032105e-02	
1.109122e-03	9.739541e-02	9.738990e-02	7.491013e-02	4.944911e-02	2.486945e-02	1.527305e-02	1.102128e-02	1.038405e-02	
1.116807e-03	9.762725e-02	9.762178e-02	7.531842e-02	4.973114e-02	2.501726e-02	1.536540e-02	1.108846e-02	1.044742e-02	
1.124545e-03	9.785955e-02	9.785413e-02	7.572874e-02	5.001468e-02	2.516592e-02	1.545829e-02	1.115604e-02	1.051117e-02	
1.132336e-03	9.809233e-02	9.808695e-02	7.614108e-02	5.029974e-02	2.531543e-02	1.555172e-02	1.122402e-02	1.057530e-02	
1.140182e-03	9.832558e-02	9.832024e-02	7.655546e-02	5.058634e-02	2.546580e-02	1.564571e-02	1.129240e-02	1.063982e-02	
1.148081e-03	9.855929e-02	9.855400e-02	7.697188e-02	5.087447e-02	2.561704e-02	1.574025e-02	1.136119e-02	1.070471e-02	
1.156036e-03	9.879231e-02	9.878708e-02	7.739009e-02	5.116400e-02	2.576907e-02	1.583531e-02	1.143037e-02	1.076998e-02	
1.164045e-03	9.902592e-02	9.902074e-02	7.781038e-02	5.145510e-02	2.592199e-02	1.593093e-02	1.149996e-02	1.083563e-02	
1.172111e-03	9.926012e-02	9.925500e-02	7.823277e-02	5.174777e-02	2.607578e-02	1.602711e-02	1.156996e-02	1.090167e-02	
1.180232e-03	9.949492e-02	9.948986e-02	7.865727e-02	5.204202e-02	2.623046e-02	1.612386e-02	1.164039e-02	1.096811e-02	
1.188409e-03	9.973032e-02	9.972530e-02	7.908387e-02	5.233786e-02	2.638603e-02	1.622119e-02	1.171123e-02	1.103495e-02	
1.196643e-03	9.996631e-02	9.996134e-02	7.951259e-02	5.263530e-02	2.654249e-02	1.631908e-02	1.178249e-02	1.110218e-02	
1.204934e-03	1.002029e-01	1.001980e-01	7.994343e-02	5.293434e-02	2.669986e-02	1.641755e-02	1.185418e-02	1.116982e-02	
1.213282e-03	1.004400e-01	1.004352e-01	8.037640e-02	5.323499e-02	2.685813e-02	1.651661e-02	1.192630e-02	1.123786e-02	
1.221688e-03	1.006778e-01	1.006730e-01	8.081151e-02	5.353726e-02	2.701730e-02	1.661624e-02	1.199885e-02	1.130631e-02	
1.230153e-03	1.009161e-01	1.009113e-01	8.124876e-02	5.384114e-02	2.717739e-02	1.671646e-02	1.207182e-02	1.137516e-02	
1.238676e-03	1.011550e-01	1.011503e-01	8.168817e-02	5.414666e-02	2.733840e-02	1.681727e-02	1.214523e-02	1.144442e-02	
1.247258e-03	1.013945e-01	1.013898e-01	8.212973e-02	5.445382e-02	2.750032e-02	1.691867e-02	1.221908e-02	1.151410e-02	
1.255900e-03	1.016346e-01	1.016299e-01	8.257345e-02	5.476262e-02	2.766318e-02	1.702067e-02	1.229336e-02	1.158419e-02	
1.264601e-03	1.018752e-01	1.018706e-01	8.301935e-02	5.507307e-02	2.782697e-02	1.712327e-02	1.236809e-02	1.165469e-02	
1.273363e-03	1.021164e-01	1.021118e-01	8.346743e-02	5.538518e-02	2.799169e-02	1.722647e-02	1.244326e-02	1.172562e-02	
1.282185e-03	1.023582e-01	1.023536e-01	8.391769e-02	5.569896e-02	2.815735e-02	1.733027e-02	1.251888e-02	1.179697e-02	
1.291069e-03	1.026005e-01	1.025960e-01	8.437015e-02	5.601441e-02	2.832397e-02	1.743468e-02	1.259494e-02	1.186874e-02	
1.300014e-03	1.028434e-01	1.028389e-01	8.482480e-02	5.633154e-02	2.849153e-02	1.753970e-02	1.267145e-02	1.194094e-02	
1.309021e-03	1.030869e-01	1.030824e-01	8.528167e-02	5.665037e-02	2.866005e-02	1.764534e-02	1.274842e-02	1.201356e-02	
