0.000000e+00 1.987349e+00 2.683401e-01 5.502524e-02 2.157337e-02
2.000000e-02 1.987930e+00 2.682447e-01 5.510359e-02 2.159213e-02
5.000000e-02 1.989402e+00 2.685151e-01 5.551788e-02 2.169122e-02
1.100000e-01 1.987648e+00 2.681140e-01 5.739359e-02 2.213922e-02
2.000000e-01 1.988174e+00 2.683412e-01 6.286993e-02 2.345308e-02
3.500000e-01 1.988161e+00 2.683305e-01 7.904716e-02 2.732882e-02
5.000000e-01 1.988171e+00 2.683293e-01 1.040500e-01 3.331889e-02
7.000000e-01 1.988152e+00 2.683216e-01 1.511035e-01 4.459115e-02
9.000000e-01 1.988166e+00 2.683229e-01 2.138538e-01 5.962405e-02
1.000000e+00 1.988202e+00 2.683372e-01 2.511378e-01 6.856258e-02
